display_taxon	NPT03	NPT05	NPT06	NPT07	NPT09	NPT10	NPT11	NPT12	NPT13	NPT14	NPT15	NPT17	NPT18	NPT19	NPT20	NPT22	NPT23	NPT24	NPT25	PT01	PT02	PT03	PT04	PT05	PT06	PT07	PT08	PT09	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25
Bifidobacterium vaginale A	2.447839658288155	0.0	0.0	0.0	0.2557425834650795	0.0	0.0	0.0	0.0	0.0	0.0	0.26763729793384006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.023847376788554	0.0	0.0	0.0	0.0	0.3708854891052387	0.0	0.0	0.0	0.0	0.0	0.0	0.10603985331153626	0.0	1.469504103799086	0.0	1.176797627872498	0.8397123637207144	1.7736786094359702	0.0	0.06594566077552097
Bifidobacterium vaginale B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2967015155198962	8.221817792527567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5259660349495445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium vaginale C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6558028616852146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium vaginale D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04862630683199611	21.346750883203082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963948332369385	0.0	0.0	0.0	0.0	0.12313585989875496	0.0	0.0	1.7364657814096014	0.0	0.0	0.0	0.0	0.0	0.0	0.0092824654228163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium vaginale E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28731700643042823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium vaginale F	0.7885657959586003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5365659777424483	0.0	0.0	0.19154467095361882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098294588882882	0.0	0.2779836916234248	0.17629320343307817	0.0	0.0	0.0
Bifidobacterium vaginale H	0.0	0.0	0.0	0.0	0.3394401562354692	0.0	0.0	0.0	0.008329168748958855	0.0	0.0	0.0	0.0	0.0	0.002515217063232557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.140699523052464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22607755443062857	0.007361601884570082	7.171979243884359	8.137323126884713	5.533877261440227	0.0	0.0
Bifidobacterium_388775 bifidum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192789666473877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0983767830791933	0.0	0.0	0.0	0.044169611307420496	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_388775 breve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03680800942285041	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_388775 swidsinskii	0.4928536224741252	0.0	0.0	0.0	0.07904770761647913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4727610126805991	0.0	0.0589767533297292	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_388775 vaginale	5.5610317069163795	0.006248828344685372	0.013049719431032232	0.0	0.19529433646424255	0.03210272873194221	0.013754527531979277	0.0	0.0	0.0	0.11346138260799092	1.777111658280698	0.0	0.0	0.007545651189697671	0.0	0.0	0.0	0.0	3.884426327778444	16.752221125370188	17.389627915943706	23.658094120157934	5.206677265500795	0.0	0.0	0.0	0.25426807119505995	0.4945139854736517	0.05107252298263534	2.510460251046025	0.10843046896177824	0.013789299503585218	0.0	0.0	0.7687889365086379	0.0	0.1523566127684671	5.6537102473498235	12.351742031134174	11.301322199025748	8.06432541090221	0.0	0.2901609074122923
Bulleidia extructa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009266123054114159	0.06495012758060774	0.08277166844034528	0.0	0.0
Burkholderia contaminans	0.0	0.0	0.0	0.0	0.0	0.021401819154628143	0.0	0.0	0.0	0.0	0.0	0.021410983834707204	0.03687068445397868	0.02681324574339724	0.0	0.0	0.0	0.0047922557147649395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02461235540241201	20.574681485497425	0.013789299503585218	0.0	0.0	0.0	0.0	0.0	0.029446407538280327	0.2779836916234248	0.0	0.05912262031453234	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia (genus)	0.0	0.0	0.0	0.0	0.0	0.05350454788657035	0.0	0.0	0.0	0.0	0.0	0.0	0.06703760809814306	0.08937748581132413	0.007545651189697671	0.0	0.012140342357654486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12306177701206006	60.17891027378693	0.006894649751792609	0.0	0.0	0.00441832722131401	0.0	0.0	0.11042402826855124	0.43550778354336545	0.004639294827186268	0.011824524062906468	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia arboris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6776904310111141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caballeronia concitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04914004914004914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_T colicanis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.651370299553856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19027484143763213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium pyruviciproducens	0.0	0.0	0.0	0.0	0.0	0.16051364365971107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryptobacteroides sp022777585	0.0	0.0	0.0	0.0	0.2371431228494374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.081749343223613	0.17024174327545114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister (genus)	0.0	0.0	0.0	0.0	0.023249325769552683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister micraerophilus	0.0	0.0	0.0	0.0	0.04184878638519483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister_37762 micraerophilus	0.4764251683916544	0.018746485034056116	0.0	0.0	0.10229703338603181	0.0	0.004584842510659759	0.0	0.0	0.0	1.1021962881919118	1.530885344181565	0.003351880404907153	0.0	0.0	0.0	0.0	0.0	0.0	0.41961395516125166	0.0	0.028918449971081547	0.0	0.0	0.010570824524312896	0.03154242456103459	0.12313585989875496	0.0242160067804819	0.2163498686447226	0.35750766087844743	0.06153088850603003	0.0	0.0	0.0	0.6886374815543532	0.2076613794017585	0.0	0.5553644271882833	0.89811542991755	2.0385470719051146	3.0062630480167014	5.4392810689369755	0.0	0.13189132155104194
Dialister_37762 sp001553355	0.39428289797930016	0.0	0.0	0.0	0.23249325769552684	0.0	0.0	0.0	0.0	0.0	0.0	0.835028369553581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6713823282580026	0.0	0.0	0.0	0.19872813990461047	0.0	0.0	0.09577233547680941	0.07870202203656618	0.4945139854736517	0.18726591760299627	0.0	0.02710761724044456	0.0	0.0	1.4756517461878997	0.19440639773781648	0.0	0.1179535066594584	0.0	0.8246849518161601	1.0716771050800278	1.6790824169327183	0.0	0.1978369823265629
Enterobacter (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3704707689527424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacter hormaechei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003351880404907153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1776452516490465	0.0	0.0	0.0	0.0	0.0	0.0	0.022084805653710248	0.046330615270570794	0.0	0.0	0.0	0.0
Enterobacter_B_681665 hormaechei_681663	0.0	0.0	0.0	0.0	0.0	0.0	0.004584842510659759	0.0	0.0	0.0	0.0	0.0	0.003351880404907153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012306177701206004	2.2499322309568988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05559673832468495	0.0	0.0	0.0	0.0
Enterobacter_B_713587 hormaechei_712470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14457395861570435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacteriaceae (family)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2620402999909641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231311113447587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus faecium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4077340569877883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus xinjiangensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4240162822252374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus_B lactis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0515603799185889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus_H_360604 faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5467353590579329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia albertii	0.0	0.0	0.0	0.0	0.0	0.27822364901016583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia flexneri	0.0	0.0	0.0	0.0	0.0	0.2140181915462814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia-Shigella coli	0.0	0.0	0.0	0.0	0.0	1.2306046013911183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia-Shigella flexneri	0.0	0.0	0.0	0.0	0.0	0.5243445692883896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fannyhessea massiliensis	0.04928536224741252	0.0	0.0	0.0	0.027899190923463223	0.0	0.0	0.0	0.0	0.0	0.0	0.053527459586768016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21580146265435798	0.0	0.0	0.0	0.37758346581875996	0.0	0.0	0.013681762210972774	0.018162005085361425	0.12362849636841293	0.1191692202928158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5467012601927353	0.5056831361633032	0.7567695400260139	0.0	0.0
Fannyhessea vaginae	2.8339083292262197	0.0	0.0	0.0	0.3068911001580954	0.0	0.0	0.0	0.0	0.0	0.17019207391198637	9.774114120543839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.294808775926148	0.0	0.0	0.0	7.59141494435612	0.0	0.0	0.19154467095361882	0.10897203051216856	0.2627105547828774	0.22131426625808648	1.685946345065223	0.0	0.0	0.0	1.705197573372684	1.3299164936155172	0.0092824654228163	0.0	0.21348645465253238	0.5189028910303929	0.5335189051264208	1.087856213787395	0.32232070910556004	0.8309153257715642
Finegoldia magna_H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12140342357654485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium_C animalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5365659777424483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella occulta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016208768943998704	0.0	0.0	0.008937748581132414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03279226102639777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07511156276233817	0.0	0.1376124244360348	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella vaginalis	16.71595202891408	0.0	0.0391491582930967	0.030880082346886256	4.7614619176043895	0.021401819154628143	0.0	0.026962483629920653	0.0	0.0	2.325958343463814	11.754630125254256	0.2111684655091506	0.02234437145283103	0.007545651189697671	0.0	0.0	0.0	0.0	43.11233665028174	13.47482724580454	13.69770580296896	15.22783054103084	4.093799682034977	0.07399577167019028	0.021028283040689728	2.2574907648105076	1.9554425475239132	13.089167053005719	26.591760299625467	1.858232832882107	8.764796241077075	0.020683949255377827	0.0	62.223315297589764	50.87261962620951	0.1021071196509793	64.68766894382463	0.5889281507656066	2.1312083024462565	1.3314776154024588	1.820976705687596	1.20870265914585	9.298338169348456
Gemella asaccharolytica	0.14785608674223755	0.0	0.0	0.0	0.05114851669301591	0.0	0.0	0.0	0.0	0.0	0.0	13.167755058344932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.755305119290253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06054001695120475	0.0	0.17024174327545114	0.0	0.0	0.013789299503585218	0.0	0.0	0.030928290549198073	0.0	0.2604806605396373	0.0	1.7698295033358042	2.008814660171654	3.204446021047653	0.0	0.0
Hoylesella (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15022312552467634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KA00274 sp001552885	0.35321176277312305	0.0	0.0	0.0	0.05579838184692645	0.0	0.0	0.0	0.0	0.0	0.0	2.687078471255754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05167246133557	0.0	0.0	0.0	0.0	0.0	0.0	0.013681762210972774	0.3632401017072285	1.9780559418946069	0.20429009193054137	0.0	0.0	0.0	0.0	0.0	0.24742632439358458	0.0	0.5209613210792746	0.0	6.0044477390659745	6.903270702853166	6.136927988648457	0.0	0.1582695858612503
Klebsiella_724518 granulomatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.956892019766586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.95183175033921	0.016396130513198885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klebsiella_724518 variicola	0.0	0.07498594013622446	0.026099438862064464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005846243788365975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.300542740841248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillales (order)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2544097693351425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17907712810261536	0.0	0.05673069130399546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20475020475020475	0.0	0.0	0.6458453826874879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2506265664160401	0.0	0.979093050647821	0.0	0.0	0.0	0.0	0.0
Lactobacillus crispatus	0.0	0.018746485034056116	93.34464309017356	99.47503860010293	0.0	0.010700909577314071	99.8624547246802	0.0	0.008329168748958855	0.11472275334608031	0.47005429937596244	0.0	0.016759402024535765	0.0	0.02263695356909301	0.40923706518561825	99.00449192667233	99.74601044711746	61.941031941031945	0.04795588058985733	0.0	0.22170811644495855	0.0	0.0397456279809221	0.010570824524312896	0.0	0.054727048843891096	0.07870202203656618	0.0	0.0	0.0	0.02710761724044456	0.03447324875896304	15.485074626865671	0.06558452205279554	0.0	0.0092824654228163	0.0	2.790047114252061	0.009266123054114159	0.0	0.023649048125812935	14.101531023368253	0.21102611448166714
