#TAXONOMY	display_taxon	Species	Genus	Family	Order	Class	Phylum	Kingdom
f53599c77b42f58a069415845eae4a6e	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
0dfcc8c06a2e792d466261b30e011612	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
c8c246b9d8b0b3e2821b0e6384987d84	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
d9ec7d04c7babde62706eb59b7cf5b0c	Lactobacillus jensenii	 Lactobacillus jensenii	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
0a4a65fa27514181d94140679673d19d	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
6ff6b1bc190890de2412adae600b1e6e	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
d5eea2c589381aea49a11d423eeb2fdf	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
a112138136d14cbf62282f5b894e2c4a	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
312dc4b399e6789dad4d43605c46744f	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
31a375ac2f7b2edae6f67d2a058fc6f7	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
d25e5cb0dda8ac55d92735deb5262827	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
207133e26d668f901b4ffdff2653a6fd	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
c5571d322c541745043eec91de5d73d9	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
a117a2417ab6e4674609fe4605b13630	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
85eadce07ee559aa0d6a35fdfce6f51a	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
e012889692e501d340ad400588a055e4	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
a54f5010275d5bbb323e6c99d2785315	Lactobacillus mulieris	 Lactobacillus mulieris	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
ebf0ab6ecb2e02c12f591bd59604d957	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
091c749696b9b571fe5b59a746df522f	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
8c6ebe5f84607d69e16ce9bb3e670018	Streptococcus pyogenes	 Streptococcus pyogenes	 Streptococcus	 Streptococcaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
9f8e745ce3f7d381cef774ea466be496	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
4df33516c8f66eeb5734857fa960dd6a	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
d97fb9109460f918f601a22d1c7615eb	Bifidobacterium_388775 vaginale	 Bifidobacterium_388775 vaginale	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
78c88a517eb318a2e9825be844c5ab00	Burkholderia-Caballeronia-Paraburkholderia (genus)	 Unclassified	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderiaceae	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
9e86f88713f9ea23e7a6be11b3b18356	Lactobacillus jensenii	 Lactobacillus jensenii	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
57ded6fca0b06daa1d61e2d08efabc09	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
c3d05de34be309b1b75069bc070feeb0	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
c28a9b1f5df9cc2339a4b5d82bda8b32	Bifidobacterium_388775 vaginale	 Bifidobacterium_388775 vaginale	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
169a78949f9d78e665cf0d99d0f691a6	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
e9a9ed0ecc9f5211e2f7a2f8f8f7a245	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
f151ec1205c08ca2ecee90486745cf96	Bifidobacterium vaginale H	 Bifidobacterium vaginale H	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
dd4cb97124122011ba01d837fc00c3dd	Metamycoplasma hominis	 Metamycoplasma hominis	 Metamycoplasma	 Metamycoplasmataceae	 Mycoplasmatales	 Bacilli_A	 Bacillota_I	Bacteria
5f6f43d30513eb599af51cb670724911	Bifidobacterium_388775 vaginale	 Bifidobacterium_388775 vaginale	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
b1db52d9e856857897069417ac693377	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
4c8734ceec9df4fbcc18c7e684b6cd25	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
c50f3580a3b5baa2e75e0d33f18d4b9c	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
d454cbd271bfa134a416c065fc31b8e2	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
2fde8e759911926e6fe73a50ad68355b	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
95a56c726176bab54486ae68a6b98f2f	Burkholderia contaminans	 Burkholderia contaminans	 Burkholderia	 Burkholderiaceae_A_595421	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
d28200bda3b88395e3db8240b272fb74	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
47c39bde0d36448334dde6d79a38bb8c	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
10cab15895d5026aa55acee0a3f08855	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
dc4f575c72bf07c299f65ca4c703d2ad	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
9af6088316931d8a8ab0cedbff9723bc	Lactobacillus mulieris	 Lactobacillus mulieris	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
e02e24ead613ba53e4121c4ce4e3b322	Bifidobacterium vaginale D	 Bifidobacterium vaginale D	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
d55279827bf272773e25de18be1632ef	Lactobacillus jensenii	 Lactobacillus jensenii	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
f46a6f66852fec775ba99dd092a243d3	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
49b21715b7480cca0cbefc490af0f8f1	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
f3999485d59e1be14d8014d5eba91f2a	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
3978116112e1f85e5290da36332e9a2d	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
52b4fa148b1a4ef15e2be51aa0e19ed2	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
356f3aab8370a65c704e90461ecf93ab	Lactobacillus jensenii	 Lactobacillus jensenii	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
cb2d2690569b0ee7ee2f49e326f353ef	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
4131de55c9c140c57bc1b4da85d26217	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
89192e0d7e6fdf16d7551d6b0eacd853	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
91daf4b9c309acb8d72cd77980beff9a	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
33f40dae7e9926f2b19229297e2ca1b9	Parvimonas sp001552895	 Parvimonas sp001552895	 Parvimonas	 Peptoniphilaceae	 Tissierellales	 Clostridia	 Bacillota_A	Bacteria
bd3639bc1bdacf23dca01b7f8ef84523	Fannyhessea vaginae	 Fannyhessea vaginae	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
7a707ef1395399a83fdf1ecb4e5c80c9	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
dfd96cfabbca01a64bdc0e01bc6262d5	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
d29c8dabf7615e571d7de6fd0de9f089	Burkholderia-Caballeronia-Paraburkholderia (genus)	 Unclassified	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderiaceae	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
deaf327d2d90ea89a929bb8e29fe7d07	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
1e7b093dd32aa9f4f4b00c44f9e37a5e	Parvimonas sp001552895	 Parvimonas sp001552895	 Parvimonas	 Peptoniphilaceae	 Tissierellales	 Clostridia	 Bacillota_A	Bacteria
58a081749da688d4bdad3feaba7b0f13	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
7d05fbd695a87f5acbd6e3116361f0ff	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
150ca6dcc81ceb61c6373f27a04a4422	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
118914d5115e06c030de189f9a77de16	Lactobacillus jensenii	 Lactobacillus jensenii	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
887a5e32e1adbeb6854ba85118b97470	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
7d1ea06e3137df1ae059469a09e054e4	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
c0b2e293d103f054be41f35d4bbffe31	Aerococcus christensenii	 Aerococcus christensenii	 Aerococcus	 Aerococcaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
25783b5142a2bb5fb99adb290f2339b2	Bifidobacterium vaginale A	 Bifidobacterium vaginale A	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
7b6ab798b6fca1b3c51667b8131488a1	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
8519718c05f3612ea330a020341d8598	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
44e3d38f2597bc9c03a4d85773c0dcf8	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
2e77e92e9bd86b1a20c82d99b8bad95e	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
56b202ed04141f187234212df1b575dc	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
4e0dc11c464e9e683789196685339be0	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
07a674fcdc61f9b51bbbb1c726be68f8	Fannyhessea vaginae	 Fannyhessea vaginae	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
f2dfd1b2fa27f8da3c656de1b21dd7ae	Aerococcus christensenii	 Aerococcus christensenii	 Aerococcus	 Aerococcaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
cfd573a565eb245422b188449e625273	Sneathia sanguinegens	 Sneathia sanguinegens	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
75719740e2d99edf891fd15dc97d2858	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
a75ebfe49d889b1b5b200bec5b4a29e3	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
baa6b31c8067ae3a402390023cf4aa32	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
639b5f484cd710b3f81ccd7ef110f5d5	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
904c2db59dd443a52ba8b775a211b8b9	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
6f2a5fcf0aac6eb9aae32952160d25d0	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
20c6ebcc951146e038f08ccf97e4c0ea	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
3de7d28e83deb769d97e52bf4dc8cdf0	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
4d61aed68cb164b1604067af1028029a	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
8509d387ec8f4a742c212c618453d561	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
1fd1c04b5c13d23dde8a0d90d8520c95	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
8c0d1a0de23fae2989d6814914c87241	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
6182c99765cf58b94bf667031072ccf2	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
ace6cb6bee7ff7c70cd3fcbef86b0097	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
70d75b13283c6df8fe09cd9f97991342	Bifidobacterium vaginale B	 Bifidobacterium vaginale B	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
02772f9fb3b9e43f77c3f4d696ceeb2d	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
5cf618258c191ca9e54f3dcfed0a86ba	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
cacef1a879c7ddaede8a9c340c7788b1	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
5723e859215814531c58a839f66efc4a	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
69629ba89df7100f162ed6c11997bdad	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
16e2937336b16adcbe61ef8f9cd165ce	Ureaplasma parvum	 Ureaplasma parvum	 Ureaplasma	 Mycoplasmoidaceae	 Mycoplasmatales	 Bacilli_A	 Bacillota_I	Bacteria
a2e7a7b6943fec0dc5df8b987a3002ab	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
96ff8110ca267c13790caad28147d145	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
aaaba0b8ac4fdfb102284cf656fc3a53	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
2531b434e9c3995905478fc67936d5d4	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
508f8fdb4f328996c4d9c4cc0cc8b23e	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
33a65ce3db8bc32532d63820a90c066d	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
cdc1c4722dfc882d7920ae635a65c50c	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
0ec267cefaafab27c8d0e8c7bc91fc45	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
ed507cd4a17083fab9a0eefd444ae9e9	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
2421f321650373e522769c2b5c0daa1f	Bifidobacterium vaginale A	 Bifidobacterium vaginale A	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
faceb45624c98986ef525188bad8794a	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
efbc464ced420c18aff101a98b267ff4	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
b4beb49e455984ea13bc630185fa7ada	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
e8f8eb5ab5fe13c213f4c6b175b19f0c	Klebsiella_724518 variicola	 Klebsiella_724518 variicola	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
c81787642cd754c933a6503fb814931e	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
a008a48a708293127fbbfde6710cd4c4	Parvimonas sp001552895	 Parvimonas sp001552895	 Parvimonas	 Peptoniphilaceae	 Tissierellales	 Clostridia	 Bacillota_A	Bacteria
fa600d0279ff7f3bd1db24243c1244a6	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
ba0cef0a6dbc7881993b410009aa674e	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
b56a2064ddbb7c2e0915243399662265	Klebsiella_724518 variicola	 Klebsiella_724518 variicola	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
6c68702e70ee477079099ee69a0956dc	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
ed3ee34c519b1a980c66c6ccce35209f	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
e158f7293ff74a0ac8b8accf646746da	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
61a78d3ae5de874dd1204e2ce6c4dae1	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
1f5eef5b3f0c9e08f352c476072f6b8c	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
745102b7a5091c0d18b27e98ae459ff9	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
17b357712ddd1243826bab62fc6e2ee6	Sneathia sanguinegens	 Sneathia sanguinegens	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
241af9ac1a13ca11d75e3d13b05eb6a3	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
a28bc9872bdf5dddcd1a7f8a233c6c19	Ureaplasma parvum	 Ureaplasma parvum	 Ureaplasma	 Mycoplasmoidaceae	 Mycoplasmatales	 Bacilli_A	 Bacillota_I	Bacteria
256369668aef47188fec386026b93626	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
768530ba917b6ad9ac4ef551cfd4e692	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
fb96ce9efda81c0e500df402dcf706c2	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
93837a97eef9c6bda578ec27ecd358ef	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
db1f08542049995391de89330bb4e15e	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
a6ba310e24735a0f64bbc3a91b25e043	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
5fd9297120b4f5a31b09b7fc25e496cd	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
09f952e7d05678e750817deb9200b89a	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
1d690d5371a55e098bacf507eca99e34	Arcanobacterium_A_386370 sp000758825	 Arcanobacterium_A_386370 sp000758825	 Arcanobacterium_A_386370	 Actinomycetaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
