#TAXONOMY	Kingdom	Phylum	Class	Order	Family 	Genus	Species 
5c82017c88c251b6104eae8518229b25	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale H
9b7a73ce33f4ecd39b6746699cb8d75f	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
d9231638c50792335f280aecee8631a6	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
4322f2526a9ccdc7faa0c81263bc4c28	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
858e90034f8f780bbb9d1d3256067ffe	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
7b50f119abce6ffb8eb27c18fbe045cc	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
d52f82090840b9e54885bef878acc299	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus xinjiangensis
087a24a0dec8812e983594ef9c6254ff	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
d528f5fa67141e91a5b6ca81137e5ae5	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
ccbefa12e4e6ad4a89b4df95c1f9bdc5	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
1deeb0bea75baa3196e9ce891bc0f0ad	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
4557e075ec5c75b269fc28e47687d303	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
6931bee9290e4b809a7df1fb0f483017	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
61aacf4fada3bf154ef0080612f1cae9	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
8a30364670c198a1a4b07a2c6e1b6832	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
7d5f7de01f99e55528a70570b75618aa	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
f874c94b289955944485786086f7809e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
3ec6f97296a656b96d56955da0adf4a9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
e200f237c24f432f18011f77dcd71566	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
e2efddfdca0330d16ca18ada36fcb6df	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
317fc642d1452d5d3bb09a134f255931	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
c5b5b2f6432552300bb456c2a324cc0b	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
da55c90958fe8df117aa45c54caddfc0	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus vestibularis
f03fb494a0774f26d05c34298aef9da4	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 Mageeibacillus	 Mageeibacillus indolicus
fa5355f92179282040f3e18b15830c43	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Aerococcaceae	 Aerococcus	 Aerococcus christensenii
b53d95313cb297d9853a586e30b7b914	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
2671da1699d0e6dc8abaa72077430cc0	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
d6ad7a3f7cb76e878e8f8c10b6192090	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
76e7262bfb910cf22faef62f624fbec7	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
fea1bb5017548e49af93d668f55609bb	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus haemolyticus
5b578eef77381c41928a4755b04eabd5	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
da6a6d574b824f64af9683fc96f19d60	Bacteria	 Bacillota_I	 Bacilli_A	 Mycoplasmatales	 Mycoplasmoidaceae	 Ureaplasma	 Ureaplasma urealyticum
2de54d4950065de0ecf19caf99a7ab11	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
4580431fb127fe39fe90c7bd99f46af5	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus faecalis
c8e4cdc10429a344a516e86c11469d40	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
919d6dbe7101c47c82850203055ca2bd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
cc80eef8c1befb45def6131dc9389698	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale
d24f18e6c82f8beecd4c977388583cb4	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
53b47e48a625a171d866b469642d5824	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
85352b88b7c388118d9a73509ffcc4f9	Bacteria	 Bacillota	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus aureus
6f094a89f4e464da6ab891cebcfec166	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
bfa696c8cb898913d96f16155ac0a1c2	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus urinaemulieris
c01e0ac5f9f3f9f027fdab543a3963e0	Bacteria	 Bacillota_I	 Bacilli_A	 Erysipelotrichales	 Erysipelotrichaceae	 Bulleidia	 Bulleidia extructa
bfcefd83fdbef7f751e5f633b0fc6ef8	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A lacrimalis
1eabea5d74fa5b28ae761d2fa5743df5	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
931a8ddfec8476dbf67b38df3c6310e1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
f5083f6a9d526091d41fa278dce8c08a	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
cd1810ebde2a484a52b4a88acb5d3d3d	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
166ee2a8b6f8460107096275d59024af	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
987497f237039a666b8ba671628b0aa7	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale E
f86b5ef9fac1a97e40111c586fd66b5a	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
6780bb79324930d69917a49e8d97b592	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
5ad37cc20b3f8a98ab1f6fa3501fdbd5	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
18a531b89f4f410f0662230f720b1e2a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
9ae847de205629d7551ded45bfcf7c47	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
753b6930b5573dac65d5985cc808b83e	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Escherichia	 Escherichia flexneri
c6dd7892e71ac9699436432471021b62	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
a2c38e97566c05c6901ff97e8c376208	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
8019ca38102b9e2107ae678c7984beb3	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
7bcb34e21fb86e8ee846146d6ef160ee	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
a70a1e6c09b3b74986e4cb9c59b74a5e	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
80a811bbe2406171959336694b0421eb	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
c291f4eb2527a421d03e409a214f0ada	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
c273788677728fa051eb76aa7dd1793d	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Enterobacter_B_681665	 Enterobacter_B_681665 hormaechei_681663
0235a239f186ca1b2b9b040d546aa07d	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
af051a9f916634a729590155fa9a473e	Bacteria	 Bacillota	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus aureus
3707e26d58d3e95b492bba4d06cbca92	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
fede28a3caa04f3227f87d84697d36c0	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
b5abfcd28af143573549937d2d263570	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
b372250204884571203f22de0c90eed9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
050f1dcc3e567c0f4841583624dad8a2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
20aa51f9596252dbff072fb7ac23b529	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
d53a699e7d8a4376327b62d6c9b5178d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
47c901a24e445a182c3245331e9e2f1f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
3f007731649396a997012c9f711aa7fe	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
fe3bbd00f8d5481c096194eb5ba2a860	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
9de625e372469f872a3797d7e6570715	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
d1185fc094d36f8d9b5f49f61f10a515	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Anaerococcus	 Anaerococcus tetradius
27e6a57d73b3b81ff36641235231ce3c	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
9eca7eae331384326c8db14c7aafdb2c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Unclassified
47f337cb865c4907a6544321609f225e	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
a1e64f5e4a96d6a48029419b3a169a06	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
1c7bf637275a3a88e19ed0ee99ae6499	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
7c647f822e60db7a13bb3849c9bae77c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
aa380a47a5d19d8910dc33a05ef76df6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella denticola
cb6642ed92ce503de012974bc1584011	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
f69e72d53a03491eea665dbc0bb86e4d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
daa2fcb60ec7ef1399af3f48c7c67f3f	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
35502f9c6717b4e0cbdac10962d66eb1	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
5ebef5869e3e426fb78b3ba9c09729f4	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Unclassified
8debf61fff15db42f75ea0f809e3c1cc	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
befdfe516599278472bb8b3c8396ce3e	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
b0158478d9c2344fb5cd10ff07c0de7c	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
b14f184a458c3a19051a9cd715ea2672	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
7c392dee19c1b08b1a7cea7f688ae965	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
c609b255c99b516baabb73430a1f842a	Bacteria	 Bacillota	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus aureus
7de39cd5af12ee5d75df8b99cc525b10	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
a374c16605a0f1c6d72b697c47c3c586	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
e027570571040ee8c96569d34a683728	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Actinomycetaceae	 ZJ293	 ZJ293 sp011751725
1898014edefa2569ff58b37f532a18be	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
62f8fe08b4ec8a0c8a3d6c0c0ff913e0	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
7fb3551de156eaf3c4d98b091720db40	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
d47fa501275397566283ef08b601ef1e	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
fe5e6610ec33267eba5fa4b45ccf5690	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus coleohominis_A
10579b8222c4e9343eca5b8a0ba8024d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
729e1256e85cff59d9ea28a49c9ef7fe	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Unclassified
ea844f5d5a54c3089d249452b8c202b3	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Unclassified
03076a958a588a19a75da586a231cb81	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
dd0026dc20db38f9a1d93f4412b0cd86	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus coleohominis_A
fafa8d82ebbe89b26df3aac43a91f74a	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
cd402e3d8c095ef8331365e57133405e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
52a2790ddc7ba280f19ded36f1953095	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
5f241e49a9d5ac3b56a66ee0372a58f4	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas parva
2bdba0471b3b1acb6d832f2a547d8df4	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
263c59dff31e6c1f168b16b15eb57925	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
e2c27dc366341c3631f5e8176221f402	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
a4b0acf5d603dfe8d7315bb9f3e08bdd	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
f9a5bf3c09a04a3d38748e23036f038a	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera C hutchinsoni
6b817f01b3a10c0b1cd125ddfbf4254d	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Enterobacter_B_713587	 Enterobacter_B_713587 hormaechei_712470
0f4eb61e44c0baae3ed911f4cbd9829c	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
e07d9554a00920c5a85af6ae63985ad5	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
2093ede022861530dee390abc4da8c62	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
4042cf6c8c4704ac5e0b511ec977f96c	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
030f042e9016df4784078e735e563d48	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
b9b9ce2911c165df8d559fb9571c8386	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
0872200c13693dcc0ddf6ea8b1e11a3b	Bacteria	 Bacillota	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Unclassified	 Unclassified
a435993738b869f0758e14ffe817f8c0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
2be5ff920ee639770ceb45d7da74052e	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
ceb107f02649a398adcf65bd70236aa4	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
65432221da381e87864f7e8b5251d595	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium pyruviciproducens
0712fe447b338986b3759bc25fe73522	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
caa07fd0a2f2b6cc751758bd87b7b965	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
e56ad7b6ad2f4d546a0dbc2571f97888	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
32889643e0e6a2aad79741fdec740bfb	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
faf7a418592f73e662a1f4bfe07541e8	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
38c28e209dbbf228716542f0d94ddb91	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
19011bcf31c20a321e67e3340cbf9f23	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
4e42b7dd67e50cfb51b7e879bec60480	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Neisseriaceae	 Neisseria_563205	 Neisseria_563205 gonorrhoeae
f193f1a5402def83077130389e6a9fd4	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus urinaemulieris
84894a472b481a8af98c47c53dfa36d7	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
d38d1527d61ef7aab39a8f36b3a0ae09	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Unclassified	 Unclassified	 Unclassified
158fa516870d966fb340b15d2297053c	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
2c736e5ead33150276615b3a084c4169	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
c57b071c7c8c284d871fd63a52298af3	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
913fced447b2fd15c22295b46384bf67	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
57e0daee5c75739fd155c84358c5551c	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
6973e205d891a54ef9ca345adef3f001	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
f80c0350a0099532a42db1e7f2d85f06	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
809fd6ed357b3be996f3f9f9250e81d1	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
daed98617a77dbc35a3cec398fc03462	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 bifidum
2907966a4bf636c1395376b1ca435e9c	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus fermentum
124b6728bf93b9107aa2901623b78fe1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale F
07ca2df7923194df7ccda5bebb2ce8bf	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
b6505c40018e9acdc7c57efa1b68b383	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
d3259c4ab140de65f15652609ac2acd7	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas sp001552895
8d34b99117ef910f4ee9977c2f824b40	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus lugdunensis
b419e844ec8fd5fb06c5a9104f67f704	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
929cba3092eec5c1236c77541c2579ed	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
